规则ID,规则名称,触发期号,触发号码,下期1号码,下期2号码,下期3号码,1期命中,2期命中,3期命中
5,规则5: 十位=0 → 出现组三,2024315,802,789,386,525,否,否,是
5,规则5: 十位=0 → 出现组三,2024328,306,910,167,964,否,否,否
5,规则5: 十位=0 → 出现组三,2024339,509,278,371,483,否,否,否
5,规则5: 十位=0 → 出现组三,2024344,305,317,056,392,否,否,否
5,规则5: 十位=0 → 出现组三,2024349,108,672,657,292,否,否,是
5,规则5: 十位=0 → 出现组三,2025001,703,916,214,634,否,否,否
5,规则5: 十位=0 → 出现组三,2025013,606,679,942,104,否,否,否
5,规则5: 十位=0 → 出现组三,2025016,104,027,836,710,否,否,否
5,规则5: 十位=0 → 出现组三,2025028,409,096,302,379,否,否,否
5,规则5: 十位=0 → 出现组三,2025030,302,379,499,606,否,是,是
5,规则5: 十位=0 → 出现组三,2025033,606,261,778,617,否,是,是
5,规则5: 十位=0 → 出现组三,2025041,401,775,475,912,是,是,是
5,规则5: 十位=0 → 出现组三,2025049,004,806,905,585,否,否,是
5,规则5: 十位=0 → 出现组三,2025050,806,905,585,895,否,是,是
5,规则5: 十位=0 → 出现组三,2025051,905,585,895,497,是,是,是
5,规则5: 十位=0 → 出现组三,2025058,405,847,938,476,否,否,否
5,规则5: 十位=0 → 出现组三,2025063,405,928,538,720,否,否,否
5,规则5: 十位=0 → 出现组三,2025069,906,748,434,272,否,是,是
5,规则5: 十位=0 → 出现组三,2025075,709,781,625,000,否,否,否
5,规则5: 十位=0 → 出现组三,2025078,000,657,500,403,否,是,是
5,规则5: 十位=0 → 出现组三,2025080,500,403,417,915,否,否,否
5,规则5: 十位=0 → 出现组三,2025081,403,417,915,030,否,否,是
5,规则5: 十位=0 → 出现组三,2025099,707,953,016,161,否,否,是
5,规则5: 十位=0 → 出现组三,2025108,407,841,914,270,否,否,否
5,规则5: 十位=0 → 出现组三,2025115,206,320,849,621,否,否,否
5,规则5: 十位=0 → 出现组三,2025124,809,351,320,431,否,否,否
5,规则5: 十位=0 → 出现组三,2025130,204,203,689,645,否,否,否
5,规则5: 十位=0 → 出现组三,2025131,203,689,645,748,否,否,否
5,规则5: 十位=0 → 出现组三,2025141,202,916,256,666,否,否,否
5,规则5: 十位=0 → 出现组三,2025158,701,073,503,748,否,否,否
5,规则5: 十位=0 → 出现组三,2025160,503,748,275,636,否,否,是
5,规则5: 十位=0 → 出现组三,2025165,609,808,702,514,是,是,是
5,规则5: 十位=0 → 出现组三,2025166,808,702,514,978,否,否,否
5,规则5: 十位=0 → 出现组三,2025167,702,514,978,475,否,否,否
5,规则5: 十位=0 → 出现组三,2025172,406,092,533,616,否,是,是
5,规则5: 十位=0 → 出现组三,2025182,708,744,799,164,是,是,是
5,规则5: 十位=0 → 出现组三,2025189,907,402,202,691,否,是,是
5,规则5: 十位=0 → 出现组三,2025190,402,202,691,876,是,是,是
5,规则5: 十位=0 → 出现组三,2025191,202,691,876,726,否,否,否
5,规则5: 十位=0 → 出现组三,2025204,007,920,444,255,否,否,是
5,规则5: 十位=0 → 出现组三,2025219,900,536,296,010,否,否,是
5,规则5: 十位=0 → 出现组三,2025225,806,180,611,465,否,是,是
5,规则5: 十位=0 → 出现组三,2025229,108,439,732,044,否,否,是
5,规则5: 十位=0 → 出现组三,2025250,902,868,792,457,是,是,是
5,规则5: 十位=0 → 出现组三,2025256,406,860,626,625,否,是,是
5,规则5: 十位=0 → 出现组三,2025270,408,727,967,045,是,是,是
5,规则5: 十位=0 → 出现组三,2025275,203,714,061,629,否,否,否
5,规则5: 十位=0 → 出现组三,2025287,805,767,473,332,是,是,是
5,规则5: 十位=0 → 出现组三,2025317,301,430,294,121,否,否,是
5,规则5: 十位=0 → 出现组三,2026003,601,019,476,244,否,否,是
5,规则5: 十位=0 → 出现组三,2026029,003,134,142,452,否,否,否
5,规则5: 十位=0 → 出现组三,2026041,901,854,765,589,否,否,否
5,规则5: 十位=0 → 出现组三,2026051,302,277,755,217,是,是,是
5,规则5: 十位=0 → 出现组三,2026055,107,477,264,543,是,是,是
5,规则5: 十位=0 → 出现组三,2026064,604,057,934,695,否,否,否
5,规则5: 十位=0 → 出现组三,2026068,706,908,484,261,否,是,是
5,规则5: 十位=0 → 出现组三,2026069,908,484,261,245,是,是,是
5,规则5: 十位=0 → 出现组三,2026073,504,487,816,863,否,否,否
5,规则5: 十位=0 → 出现组三,2026080,802,827,942,506,否,否,否
5,规则5: 十位=0 → 出现组三,2026083,506,456,118,382,否,是,是
5,规则5: 十位=0 → 出现组三,2026088,608,922,816,537,是,是,是
6,规则6: 出现组三 → 跨度=9,2024002,669,729,705,806,否,否,否
6,规则6: 出现组三 → 跨度=9,2024006,212,633,423,265,否,否,否
6,规则6: 出现组三 → 跨度=9,2024007,633,423,265,437,否,否,否
6,规则6: 出现组三 → 跨度=9,2024020,868,446,285,247,否,否,否
6,规则6: 出现组三 → 跨度=9,2024021,446,285,247,473,否,否,否
6,规则6: 出现组三 → 跨度=9,2024028,662,094,935,060,是,是,是
6,规则6: 出现组三 → 跨度=9,2024031,060,995,945,856,否,否,否
6,规则6: 出现组三 → 跨度=9,2024032,995,945,856,045,否,否,否
6,规则6: 出现组三 → 跨度=9,2024038,676,228,736,315,否,否,否
6,规则6: 出现组三 → 跨度=9,2024039,228,736,315,086,否,否,否
6,规则6: 出现组三 → 跨度=9,2024044,363,406,730,420,否,否,否
6,规则6: 出现组三 → 跨度=9,2024049,811,634,340,310,否,否,否
6,规则6: 出现组三 → 跨度=9,2024062,377,349,009,469,否,是,是
6,规则6: 出现组三 → 跨度=9,2024064,009,469,198,709,否,否,是
6,规则6: 出现组三 → 跨度=9,2024072,977,258,041,254,否,否,否
6,规则6: 出现组三 → 跨度=9,2024076,655,336,397,931,否,否,否
6,规则6: 出现组三 → 跨度=9,2024077,336,397,931,775,否,否,否
6,规则6: 出现组三 → 跨度=9,2024080,775,108,920,899,否,是,是
6,规则6: 出现组三 → 跨度=9,2024083,899,219,490,532,否,是,是
6,规则6: 出现组三 → 跨度=9,2024087,797,761,457,890,否,否,是
6,规则6: 出现组三 → 跨度=9,2024102,339,984,579,976,否,否,否
6,规则6: 出现组三 → 跨度=9,2024109,181,506,206,630,否,否,否
6,规则6: 出现组三 → 跨度=9,2024113,242,075,099,851,否,是,是
6,规则6: 出现组三 → 跨度=9,2024115,099,851,989,343,否,否,否
6,规则6: 出现组三 → 跨度=9,2024117,989,343,508,549,否,否,否
6,规则6: 出现组三 → 跨度=9,2024118,343,508,549,289,否,否,否
6,规则6: 出现组三 → 跨度=9,2024124,787,649,323,214,否,否,否
6,规则6: 出现组三 → 跨度=9,2024126,323,214,573,067,否,否,否
6,规则6: 出现组三 → 跨度=9,2024130,066,069,652,741,是,是,是
6,规则6: 出现组三 → 跨度=9,2024136,227,982,955,748,否,否,否
6,规则6: 出现组三 → 跨度=9,2024138,955,748,536,256,否,否,否
6,规则6: 出现组三 → 跨度=9,2024143,955,816,756,180,否,否,否
6,规则6: 出现组三 → 跨度=9,2024147,225,426,153,356,否,否,否
6,规则6: 出现组三 → 跨度=9,2024152,848,287,834,411,否,否,否
6,规则6: 出现组三 → 跨度=9,2024155,411,180,126,821,否,否,否
6,规则6: 出现组三 → 跨度=9,2024159,212,690,468,164,是,是,是
6,规则6: 出现组三 → 跨度=9,2024167,220,752,402,225,否,否,否
6,规则6: 出现组三 → 跨度=9,2024170,225,480,908,449,否,是,是
6,规则6: 出现组三 → 跨度=9,2024173,449,236,488,108,否,否,否
6,规则6: 出现组三 → 跨度=9,2024175,488,108,460,581,否,否,否
6,规则6: 出现组三 → 跨度=9,2024179,005,918,230,884,否,否,否
6,规则6: 出现组三 → 跨度=9,2024182,884,443,933,306,否,否,否
6,规则6: 出现组三 → 跨度=9,2024183,443,933,306,579,否,否,否
6,规则6: 出现组三 → 跨度=9,2024184,933,306,579,380,否,否,否
6,规则6: 出现组三 → 跨度=9,2024192,676,681,137,725,否,否,否
6,规则6: 出现组三 → 跨度=9,2024197,224,710,147,309,否,否,是
6,规则6: 出现组三 → 跨度=9,2024202,552,172,390,651,否,是,是
6,规则6: 出现组三 → 跨度=9,2024206,818,892,281,676,否,否,否
6,规则6: 出现组三 → 跨度=9,2024209,676,449,054,089,否,否,是
6,规则6: 出现组三 → 跨度=9,2024210,449,054,089,009,否,是,是
6,规则6: 出现组三 → 跨度=9,2024213,009,365,483,444,否,否,否
6,规则6: 出现组三 → 跨度=9,2024220,414,103,564,773,否,否,否
6,规则6: 出现组三 → 跨度=9,2024223,773,560,884,380,否,否,否
6,规则6: 出现组三 → 跨度=9,2024225,884,380,312,298,否,否,否
6,规则6: 出现组三 → 跨度=9,2024229,911,497,938,012,否,否,否
6,规则6: 出现组三 → 跨度=9,2024243,955,863,741,710,否,否,否
6,规则6: 出现组三 → 跨度=9,2024249,449,253,156,086,否,否,否
6,规则6: 出现组三 → 跨度=9,2024257,199,077,249,926,否,否,否
6,规则6: 出现组三 → 跨度=9,2024258,077,249,926,766,否,否,否
6,规则6: 出现组三 → 跨度=9,2024261,766,465,292,710,否,否,否
6,规则6: 出现组三 → 跨度=9,2024263,292,710,245,390,否,否,是
6,规则6: 出现组三 → 跨度=9,2024267,227,931,388,699,否,否,否
6,规则6: 出现组三 → 跨度=9,2024269,388,699,795,275,否,否,否
6,规则6: 出现组三 → 跨度=9,2024270,699,795,275,833,否,否,否
6,规则6: 出现组三 → 跨度=9,2024273,833,172,827,086,否,否,否
6,规则6: 出现组三 → 跨度=9,2024278,221,060,248,900,否,否,是
6,规则6: 出现组三 → 跨度=9,2024279,060,248,900,983,否,是,是
6,规则6: 出现组三 → 跨度=9,2024281,900,983,419,342,否,否,否
6,规则6: 出现组三 → 跨度=9,2024289,989,911,426,462,否,否,否
6,规则6: 出现组三 → 跨度=9,2024290,911,426,462,521,否,否,否
6,规则6: 出现组三 → 跨度=9,2024298,055,949,666,435,否,否,否
6,规则6: 出现组三 → 跨度=9,2024299,949,666,435,516,否,否,否
6,规则6: 出现组三 → 跨度=9,2024303,336,169,966,296,否,否,否
6,规则6: 出现组三 → 跨度=9,2024305,966,296,579,654,否,否,否
6,规则6: 出现组三 → 跨度=9,2024318,525,726,778,542,否,否,否
6,规则6: 出现组三 → 跨度=9,2024320,778,542,867,536,否,否,否
6,规则6: 出现组三 → 跨度=9,2024326,722,280,306,910,否,否,是
6,规则6: 出现组三 → 跨度=9,2024338,977,509,278,371,是,是,是
6,规则6: 出现组三 → 跨度=9,2024352,292,703,916,214,否,否,否
6,规则6: 出现组三 → 跨度=9,2025006,898,141,260,416,否,否,否
6,规则6: 出现组三 → 跨度=9,2025007,141,260,416,333,否,否,否
6,规则6: 出现组三 → 跨度=9,2025013,606,679,942,104,否,否,否
6,规则6: 出现组三 → 跨度=9,2025026,588,383,409,096,否,是,是
6,规则6: 出现组三 → 跨度=9,2025027,383,409,096,302,是,是,是
6,规则6: 出现组三 → 跨度=9,2025032,499,606,261,778,否,否,否
6,规则6: 出现组三 → 跨度=9,2025033,606,261,778,617,否,否,否
6,规则6: 出现组三 → 跨度=9,2025035,778,617,131,847,否,否,否
6,规则6: 出现组三 → 跨度=9,2025037,131,847,932,428,否,否,否
6,规则6: 出现组三 → 跨度=9,2025042,775,475,912,554,否,否,否
6,规则6: 出现组三 → 跨度=9,2025045,554,490,248,640,是,是,是
6,规则6: 出现组三 → 跨度=9,2025049,004,806,905,585,否,是,是
6,规则6: 出现组三 → 跨度=9,2025052,585,895,497,368,否,否,否
6,规则6: 出现组三 → 跨度=9,2025071,434,272,778,419,否,否,否
6,规则6: 出现组三 → 跨度=9,2025072,272,778,419,709,否,否,是
6,规则6: 出现组三 → 跨度=9,2025073,778,419,709,781,否,是,是
6,规则6: 出现组三 → 跨度=9,2025080,500,403,417,915,否,否,否
6,规则6: 出现组三 → 跨度=9,2025084,030,338,388,826,否,否,否
6,规则6: 出现组三 → 跨度=9,2025085,338,388,826,022,否,否,否
6,规则6: 出现组三 → 跨度=9,2025086,388,826,022,658,否,否,否
6,规则6: 出现组三 → 跨度=9,2025088,022,658,159,135,否,否,否
6,规则6: 出现组三 → 跨度=9,2025093,545,649,068,385,否,否,否
6,规则6: 出现组三 → 跨度=9,2025099,707,953,016,161,否,否,否
6,规则6: 出现组三 → 跨度=9,2025102,161,370,877,015,否,否,否
6,规则6: 出现组三 → 跨度=9,2025104,877,015,752,027,否,否,否
6,规则6: 出现组三 → 跨度=9,2025122,488,725,809,351,否,是,是
6,规则6: 出现组三 → 跨度=9,2025136,113,838,296,598,否,否,否
6,规则6: 出现组三 → 跨度=9,2025137,838,296,598,149,否,否,否
6,规则6: 出现组三 → 跨度=9,2025141,202,916,256,666,否,否,否
6,规则6: 出现组三 → 跨度=9,2025148,838,734,321,718,否,否,否
6,规则6: 出现组三 → 跨度=9,2025155,499,775,969,701,否,否,否
6,规则6: 出现组三 → 跨度=9,2025156,775,969,701,073,否,否,否
6,规则6: 出现组三 → 跨度=9,2025157,969,701,073,503,否,否,否
6,规则6: 出现组三 → 跨度=9,2025163,636,337,609,808,否,是,是
6,规则6: 出现组三 → 跨度=9,2025164,337,609,808,702,是,是,是
6,规则6: 出现组三 → 跨度=9,2025166,808,702,514,978,否,否,否
6,规则6: 出现组三 → 跨度=9,2025171,113,406,092,533,否,是,是
6,规则6: 出现组三 → 跨度=9,2025174,533,616,122,497,否,否,否
6,规则6: 出现组三 → 跨度=9,2025175,616,122,497,728,否,否,否
6,规则6: 出现组三 → 跨度=9,2025176,122,497,728,280,否,否,否
6,规则6: 出现组三 → 跨度=9,2025181,886,708,744,799,否,否,否
6,规则6: 出现组三 → 跨度=9,2025183,744,799,164,227,否,否,否
6,规则6: 出现组三 → 跨度=9,2025184,799,164,227,761,否,否,否
6,规则6: 出现组三 → 跨度=9,2025186,227,761,018,907,否,否,是
6,规则6: 出现组三 → 跨度=9,2025191,202,691,876,726,否,否,否
6,规则6: 出现组三 → 跨度=9,2025198,898,943,015,846,否,否,否
6,规则6: 出现组三 → 跨度=9,2025204,007,920,444,255,是,是,是
6,规则6: 出现组三 → 跨度=9,2025207,255,432,387,520,否,否,否
6,规则6: 出现组三 → 跨度=9,2025219,900,536,296,010,否,否,否
6,规则6: 出现组三 → 跨度=9,2025222,010,736,990,806,否,是,是
6,规则6: 出现组三 → 跨度=9,2025224,990,806,180,611,否,否,否
6,规则6: 出现组三 → 跨度=9,2025227,611,465,108,439,否,否,否
6,规则6: 出现组三 → 跨度=9,2025232,044,259,620,969,否,否,否
6,规则6: 出现组三 → 跨度=9,2025235,969,355,590,860,否,是,是
6,规则6: 出现组三 → 跨度=9,2025236,355,590,860,125,是,是,是
6,规则6: 出现组三 → 跨度=9,2025242,990,176,673,848,否,否,否
6,规则6: 出现组三 → 跨度=9,2025245,848,997,262,526,否,否,否
6,规则6: 出现组三 → 跨度=9,2025246,997,262,526,952,否,否,否
6,规则6: 出现组三 → 跨度=9,2025247,262,526,952,902,否,否,是
6,规则6: 出现组三 → 跨度=9,2025251,868,792,457,072,否,否,否
6,规则6: 出现组三 → 跨度=9,2025258,626,625,199,751,否,否,否
6,规则6: 出现组三 → 跨度=9,2025260,199,751,914,399,否,否,否
6,规则6: 出现组三 → 跨度=9,2025263,399,734,546,723,否,否,否
6,规则6: 出现组三 → 跨度=9,2025269,055,408,727,967,否,否,否
6,规则6: 出现组三 → 跨度=9,2025271,727,967,045,596,否,否,否
6,规则6: 出现组三 → 跨度=9,2025280,411,897,416,664,否,否,否
6,规则6: 出现组三 → 跨度=9,2025283,664,844,172,827,否,否,否
6,规则6: 出现组三 → 跨度=9,2025284,844,172,827,805,否,否,否
6,规则6: 出现组三 → 跨度=9,2025288,767,473,332,794,否,否,否
6,规则6: 出现组三 → 跨度=9,2025290,332,794,117,154,否,否,否
6,规则6: 出现组三 → 跨度=9,2025292,117,154,513,273,否,否,否
6,规则6: 出现组三 → 跨度=9,2025298,544,385,867,755,否,否,否
6,规则6: 出现组三 → 跨度=9,2025301,755,715,933,471,否,否,否
6,规则6: 出现组三 → 跨度=9,2025303,933,471,310,697,否,否,否
6,规则6: 出现组三 → 跨度=9,2025308,448,190,169,640,是,是,是
6,规则6: 出现组三 → 跨度=9,2025313,664,917,729,775,否,否,否
6,规则6: 出现组三 → 跨度=9,2025316,775,301,430,294,否,否,否
6,规则6: 出现组三 → 跨度=9,2025320,121,847,226,551,否,否,否
6,规则6: 出现组三 → 跨度=9,2025322,226,551,661,165,否,否,否
6,规则6: 出现组三 → 跨度=9,2025323,551,661,165,185,否,否,否
6,规则6: 出现组三 → 跨度=9,2025324,661,165,185,789,否,否,否
6,规则6: 出现组三 → 跨度=9,2025328,040,564,062,050,否,否,否
6,规则6: 出现组三 → 跨度=9,2025331,050,885,273,198,否,否,否
6,规则6: 出现组三 → 跨度=9,2025332,885,273,198,051,否,否,否
6,规则6: 出现组三 → 跨度=9,2025339,676,130,996,681,否,否,否
6,规则6: 出现组三 → 跨度=9,2025341,996,681,645,622,否,否,否
6,规则6: 出现组三 → 跨度=9,2025344,622,630,897,192,否,否,否
6,规则6: 出现组三 → 跨度=9,2026006,244,353,252,265,否,否,否
6,规则6: 出现组三 → 跨度=9,2026007,353,252,265,667,否,否,否
6,规则6: 出现组三 → 跨度=9,2026008,252,265,667,647,否,否,否
6,规则6: 出现组三 → 跨度=9,2026010,667,647,241,513,否,否,否
6,规则6: 出现组三 → 跨度=9,2026014,050,532,582,945,否,否,否
6,规则6: 出现组三 → 跨度=9,2026018,494,223,676,559,否,否,否
6,规则6: 出现组三 → 跨度=9,2026019,223,676,559,678,否,否,否
6,规则6: 出现组三 → 跨度=9,2026020,676,559,678,784,否,否,否
6,规则6: 出现组三 → 跨度=9,2026021,559,678,784,911,否,否,否
6,规则6: 出现组三 → 跨度=9,2026024,911,029,099,126,是,是,是
6,规则6: 出现组三 → 跨度=9,2026026,099,126,270,003,否,否,否
6,规则6: 出现组三 → 跨度=9,2026029,003,134,142,452,否,否,否
6,规则6: 出现组三 → 跨度=9,2026033,119,052,213,762,否,否,否
6,规则6: 出现组三 → 跨度=9,2026045,181,291,936,612,否,否,否
6,规则6: 出现组三 → 跨度=9,2026049,110,689,302,277,否,否,否
6,规则6: 出现组三 → 跨度=9,2026052,277,755,217,107,否,否,否
6,规则6: 出现组三 → 跨度=9,2026053,755,217,107,477,否,否,否
6,规则6: 出现组三 → 跨度=9,2026056,477,264,543,794,否,否,否
6,规则6: 出现组三 → 跨度=9,2026070,484,261,245,504,否,否,否
6,规则6: 出现组三 → 跨度=9,2026077,112,049,233,802,是,是,是
6,规则6: 出现组三 → 跨度=9,2026079,233,802,827,942,否,否,否
6,规则6: 出现组三 → 跨度=9,2026085,118,382,911,608,否,否,否
6,规则6: 出现组三 → 跨度=9,2026087,911,608,922,816,否,否,否
6,规则6: 出现组三 → 跨度=9,2026089,922,816,537,870,否,否,否
6,规则6: 出现组三 → 跨度=9,2026095,022,689,818,513,否,否,否
6,规则6: 出现组三 → 跨度=9,2026097,818,513,877,414,否,否,否
6,规则6: 出现组三 → 跨度=9,2026099,877,414,584,420,否,否,否
6,规则6: 出现组三 → 跨度=9,2026100,414,584,420,661,否,否,否
6,规则6: 出现组三 → 跨度=9,2026103,661,,,,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024001,218,669,729,705,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024006,212,633,423,265,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024041,315,086,257,363,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024049,811,634,340,310,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024052,310,478,192,589,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024071,213,977,258,041,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024084,219,490,532,797,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024127,214,573,067,066,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024142,813,955,816,756,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024144,816,756,180,225,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024155,411,180,126,821,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024159,212,690,468,164,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024180,918,230,884,443,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024190,410,382,676,681,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024198,710,147,309,843,否,否,是
7,规则7: 十位=1 → 冷码8回补,2024206,818,892,281,676,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024220,414,103,564,773,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024227,312,298,911,497,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024229,911,497,938,012,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024232,012,397,715,492,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024234,715,492,512,274,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024236,512,274,469,524,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024246,710,783,861,449,是,是,是
7,规则7: 十位=1 → 冷码8回补,2024264,710,245,390,227,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024283,419,342,718,621,否,是,是
7,规则7: 十位=1 → 冷码8回补,2024285,718,621,192,839,否,否,是
7,规则7: 十位=1 → 冷码8回补,2024290,911,426,462,521,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024296,816,372,055,949,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024302,516,336,169,966,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024329,910,167,964,765,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024343,214,305,317,056,否,否,否
7,规则7: 十位=1 → 冷码8回补,2024345,317,056,392,928,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025002,916,214,634,085,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025003,214,634,085,898,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025009,416,333,518,487,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025011,518,487,606,679,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025019,710,056,468,638,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025036,617,131,847,932,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025044,912,554,490,248,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025062,810,405,928,538,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025074,419,709,781,625,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025082,417,915,030,338,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025083,915,030,338,388,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025092,317,545,649,068,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025098,714,707,953,016,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025101,016,161,370,877,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025105,015,752,027,407,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025110,914,270,954,635,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025119,315,912,120,488,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025120,912,120,488,725,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025128,814,915,204,203,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025129,915,204,203,689,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025136,113,838,296,598,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025142,916,256,666,267,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025151,718,210,069,923,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025152,210,069,923,499,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025168,514,978,475,113,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025171,113,406,092,533,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025175,616,122,497,728,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025188,018,907,402,202,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025200,015,846,953,013,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025203,013,007,920,444,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025222,010,736,990,806,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025227,611,465,108,439,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025240,419,160,990,176,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025262,914,399,734,546,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025276,714,061,629,752,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025280,411,897,416,664,是,是,是
7,规则7: 十位=1 → 冷码8回补,2025282,416,664,844,172,否,是,是
7,规则7: 十位=1 → 冷码8回补,2025292,117,154,513,273,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025294,513,273,537,051,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025302,715,933,471,310,否,否,否
7,规则7: 十位=1 → 冷码8回补,2025305,310,697,164,448,否,否,是
7,规则7: 十位=1 → 冷码8回补,2025314,917,729,775,301,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026004,019,476,244,353,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026013,513,050,532,582,否,否,是
7,规则7: 十位=1 → 冷码8回补,2026024,911,029,099,126,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026033,119,052,213,762,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026035,213,762,420,467,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026048,612,110,689,302,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026049,110,689,302,277,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026054,217,107,477,264,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026063,517,604,057,934,否,否,否
7,规则7: 十位=1 → 冷码8回补,2026075,816,863,112,049,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026077,112,049,233,802,否,否,是
7,规则7: 十位=1 → 冷码8回补,2026085,118,382,911,608,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026087,911,608,922,816,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026090,816,537,870,518,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026093,518,418,022,689,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026094,418,022,689,818,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026097,818,513,877,414,否,是,是
7,规则7: 十位=1 → 冷码8回补,2026098,513,877,414,584,是,是,是
7,规则7: 十位=1 → 冷码8回补,2026100,414,584,420,661,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024029,094,935,060,995,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024031,060,995,945,856,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024035,045,265,460,676,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024042,086,257,363,406,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024064,009,469,198,709,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024074,041,254,655,336,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024092,071,647,679,257,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024107,062,432,181,506,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024114,075,099,851,989,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024115,099,851,989,343,是,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024129,067,066,069,652,否,否,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024130,066,069,652,741,否,是,是
8,"规则8: 百位=0 → 包含胆码4或5,或十位=5",2024131,069,652,741,640,是,是,是
